book,문단식별자,문장식별자,원문,번역문,marker,llm_judgment,marker_type,analysis_level
서경집전(하),675,2618,"予讀泰誓,武成하고 常怪周取殷之易러니 及讀此八篇하고는 又怪周安殷之難也로라",70e26c636f05f860,라,False,라,Level2
당송팔대가문초소식5,85,274,昔에 曹孟德이 祭橋公文에 有車過腹痛之語하니 而予亦載與可疇昔戱笑之言者는 以見與可於予에 親厚無間이 如此也로라,856d16563fe6ce6b,라,False,라,Level2
시경집전(하),835,1823,菹는 酢菜也라,28cc7dfc1504abb7,라,True,라,Level2
자치통감강목18,646,2075,伏名敦之侵魏也에 阿伏至羅諫不聽이어늘 怒與從弟窮奇로 帥部落西走하여 自立爲王이라,5f6df31a78121337,라,False,라,Level2
시경집전(상),2233,5144,我는 東人自我也요 之子는 指周公也라,55b99e41e0103404,라,True,라,Level2
주역전의(상),1796,5345,六二는 顚頤라 拂經이니 于丘에 頤하여 征하면 凶하리라,908be205206adc03,라,True,라,Level2
당송팔대가문초왕안석2,74,333,特禮樂之意는 大而難知하고 老子之言은 近而易曉일새라,3b575e22dc32f9f2,라,True,라,Level2
당송팔대가문초구양수6,134,949,及梁太祖卽位하얀 諸侯之强者皆相次稱帝어늘 獨茂貞不能이요 但稱岐王하야 開府置官屬하고 以妻爲皇后하고 鳴梢羽扇視朝하야 出入擬天子而已라,92eb42a330bdc9d7,라,False,라,Level2
춘추좌씨전8,102,408,將適泠한대 彌曰 魯不足與니 請適城鉏하야 以鉤越하노라,6431958a10ea59de,라,False,라,Level2
시경집전(상),2796,6473,猶君子之與小人處也에 橫逆侵加然後에 脩省畏避하고 動心忍性하여 增益豫防하여 而義理生焉하고 道德成焉하니 吾聞諸邵子云이로라,78ffff9c81492538,라,True,라,Level2
시경집전(상),2253,5206,故로 終之以豳風하시니 言變之可正也는 惟周公能之라,365e86943ebdc4aa,라,True,라,Level2
맹자집주,407,1487,惻은 傷之切也요 隱은 痛之深也니 此卽所謂不忍人之心也라,707947d7b77c40b4,라,True,라,Level2
자치통감강목7,1403,1948,岑彭이 悉軍順風竝進하여 所向無前하니 蜀兵大亂하여 溺死者數千人이라,9e1f91eb5fd840b2,라,True,라,Level2
시경집전(하),2317,5160,韓은 國名이니 侯爵이니 武王之後也라,676a678ec3d04fc1,라,False,라,Level2
춘추좌씨전7,338,1150,大子無道하야 使余殺其母하니 余不許면 將戕於余오 若殺夫人이면 將以余說이리라,b83662e9db3f33bb,라,False,라,Level2
시경집전(하),781,1686,故로 我之黍稷旣盛하여 倉庾旣實이어든 則爲酒食하여 以饗祀妥侑而介大福也라,e25599cd9bcf668c,라,True,라,Level2
당송팔대가문초소식2,354,1478,而其秀傑之氣를 終不可沒일새 作黃樓賦하야 乃稍自振厲하야 若欲以警發憒憒者어늘 而或者便謂僕代作이라하니 此尤可笑라,7adc70641f5a7268,라,True,라,Level2
시경집전(상),211,547,"采蘋은 大夫妻能循法度也니 能循法度면 則可以承先祖, 共祭祀矣라",3ecd65c2938f5129,라,False,라,Level2
자치통감강목5,366,819,曰 此는 廣所以加人數等이어늘 而古今未之知也라,78d3a324fe1a2955,라,False,라,Level2
당송팔대가문초구양수1,52,406,此兵法所謂伐交者也라,27771472010dd9b1,라,True,라,Level2
당송팔대가문초유종원1,81,643,將出於世而仕어늘 未二十而任其心하니 吾爲子不取也로라,0f9b927fc4be1409,라,True,라,Level2
서경집전(하),281,1081,此는 崇德之意라,1bca29b776d9fc4b,라,True,라,Level2
자치통감강목1,19,82,蓋窮理致用之總會요 而萬世史筆之準繩規矩也라,4662163ee480859a,라,True,라,Level2
예기집설대전1,270,875,"故로 毋跛하며, 坐如尸라",4ca514d08d407bd9,라,True,라,Level2
자치통감강목14,496,1573,什翼犍이 會諸大人하여 議都灅源川이러니 其母王氏曰 吾自先世以來로 以遷徙爲業이라,c4673c401b5a9bfa,라,True,라,Level2
춘추좌씨전4,414,1252,名藏在諸侯之策曰 孫林父寗殖出其君이라하니 君入則掩之리라,73ebea555f9f9497,라,True,라,Level2
맹자집주,1728,5606,人物之生이 吉凶禍福이 皆天所命이라,4347dfc21fc113b4,라,True,라,Level2
당송팔대가문초유종원1,81,640,主上以聖明으로 進有道하여 興大化하니 枯槁伏匿縲錮之士도 皆思踴躍洗沐하여 期輔堯舜이라,0caea5a0bc156973,라,True,라,Level2
시경집전(상),2580,5958,蓼蕭는 澤及四海也라,26ee6ebba1d9994b,라,False,라,Level2
중용장구,64,188,南方은 風氣柔弱이라 故로 以含忍之力勝人爲强하니 君子之道也라,e4f95239fe1cbc9a,라,True,라,Level2
당송팔대가문초소식5,115,379,歲二月에 農事始作하나니 四月初吉에 穀稚而草壯이어든 耘者畢出하야 數十百人爲曹하야 立表下漏하고 鳴鼓以致衆이라,c40edfde715bf45c,라,True,라,Level2
주역전의(하),927,2761,射는 注也니 如谷之下流 注於鮒也라,406263613f395d76,라,True,라,Level2
자치통감강목15,1215,1702,秦太初二요 燕建興二요 後秦建初二요 魏登國二年이라,e087bc8b48cfde9b,라,True,라,Level2
자치통감강목15,1084,1520,吾正欲得城耳로라,3599f5060bd99b86,라,True,라,Level2
자치통감강목14,719,2254,朝廷이 聞中原大亂하고 復謀進取라,82dce331251209ba,라,True,라,Level2
논어집주,23,105,孝弟는 順德也라,ba639f43861f4fb5,라,True,라,Level2
시경집전(하),182,392,賦也라,8ee2540f4365747d,라,False,라,Level2
서경집전(하),228,835,按金縢之匱는 乃周家藏卜筮書之物이니 每卜則以告神之辭로 書於冊하고 旣卜則納冊於匱而藏之하니 前後卜이 皆如此라,0f8804e45aac5752,라,False,라,Level2
당송팔대가문초구양수4,31,151,其後中衰하야 隱德不仕러니 公年十八에 以農家子擧進士하야 爲開封第一하니 名動京師라,4b0e2aee76dff203,라,False,라,Level2
시경집전(하),2823,6254,臧은 善也라,a9c2271f134593c2,라,True,라,Level2
시경집전(상),1342,3079,且은 語辭라,1e035264fa24d6c5,라,True,라,Level2
서경집전(하),930,3476,稱은 擧也니 諸侯擧所奉圭兼幣라,dc83b62a43da1927,라,False,라,Level2
주역전의(상),601,1954,故로 需待而行也라,d6b41e50d2b78c17,라,True,라,Level2
서경집전(상),480,2674,奚는 何요 徯는 待也라,7d9751826d976032,라,False,라,Level2
당송팔대가문초구양수4,498,2186,敍事中矩矱이라,82539fa36cf9c3cf,라,True,라,Level2
자치통감강목1,715,2102,齊怒하야 笞擊睢하야 折脅摺齒하야 置厠中한대 睢佯死得出이라,08024d074bbd6bad,라,False,라,Level2
당송팔대가문초왕안석2,480,2566,其來則否나 其去而亨하라,056558bdab978bfe,라,True,라,Level2
시경집전(하),2330,5201,且는 多貌라,6d21eb59a27143bb,라,True,라,Level2
자치통감강목6,775,1711,吏民이 慢易之하여 或持其微過하여 增加成辠하여 言於刺史司隷하며 或上書告之하니 衆庶知其易危하고 小失意하면 則有離畔之心이라,b74653be59ce75fc,라,False,라,Level2
당송팔대가문초구양수5,94,699,明宗四子하니 曰從璟從榮從厚從益이라,fd9d1102d6963840,라,True,라,Level2
주역전의(상),1543,4614,君子之取舍는 決於義而已라,b0e87e2dcb481dba,라,True,라,Level2
시경집전(하),1224,2644,比也라,920e5bbdbbf3601f,라,False,라,Level2
서경집전(하),777,2965,文子文孫者는 成王은 武王之文子요 文王之文孫也라,24bc10b0d351c22f,라,False,라,Level2
주역전의(하),2159,5995,乾爲馬요 坤爲牛요 震爲龍이요 巽爲鷄요 坎爲豕요 離爲雉요 艮爲狗요 兌爲羊이라,d6e9f2a980d13299,라,False,라,Level2
맹자집주,777,2800,此는 一治也라,dde53c0c921fa7a1,라,True,라,Level2
당송팔대가문초구양수4,267,1268,母曰仙遊縣太君束氏요 又曰淸河縣太君張氏라,2e859844195f36e7,라,False,라,Level2
당송팔대가문초구양수1,444,2270,歐公於西事에 獨持不和之議라,85d77d9158fff5af,라,False,라,Level2
주역전의(상),725,2282,師旅之興에 不无害於天下나 然以其有是才德이라 是以로 民悅而從之也라,714c6a143315c5b8,라,True,라,Level2
당송팔대가문초구양수5,79,602,莊宗數幸郭崇韜元行欽等私第한대 常與后俱라,7880044e5c75a86e,라,False,라,Level2
주역전의(하),2011,5731,壯固之意라,019dc069eb222349,라,True,라,Level2
자치통감강목7,60,73,咸이 初立持國에 威信尙淺이라,b089f42c07ee6846,라,False,라,Level2
주역전의(하),1391,4217,兩風相重은 隨風也니 隨는 相繼之義라,107ccc5fc74d0368,라,False,라,Level2
자치통감강목1,318,850,楚肅王臧元年이라,ecfc69920b6518ee,라,False,라,Level2
서경집전(하),1008,3751,嗚呼라 欽哉하여 永弼乃后于彛憲하라,2e5697ae0cdf445e,라,False,라,Level2
주역전의(하),1294,3928,故로 初於四云配요 四於初云夷也라,57d8e3a41eff1e40,라,True,라,Level2
당송팔대가문초한유1,377,1749,得之符離하니 符離實戎國名이나 又附麗也요 不在農夫之田 而在軍田은 武德行也니 不戰而來之之道也ᄅ새 有安阜之嘉名焉이라,77d2c15c633fd944,라,True,라,Level2
자치통감강목9,1238,1806,陽球는 故酷暴吏라,4999e2a221b40947,라,True,라,Level2
자치통감강목10,523,772,繇는 岱之弟也라,9fda4de7ac1b83f4,라,True,라,Level2
당송팔대가문초구양수3,615,2870,安正安本安序는 皆祕書省正字요 安厚는 太常寺奉禮郎이요 安憲安節은 未仕라,ced3e739d8cf71f7,라,True,라,Level2
주역전의(하),1278,3883,豊은 大也니 以明而動은 盛大之勢也라,5a8b4fb1395a9479,라,True,라,Level2
당송팔대가문초구양수3,611,2846,乃館使者하야 日與之飮酒하고 而密遣人召十人者하니 皆至라,81690827a3ba307c,라,True,라,Level2
자치통감강목3,1202,2781,故로 務民於農桑하며 薄賦斂하고 廣畜積하여 以實倉廪하고 備水旱이라,5a5f3c3b609b9ce3,라,True,라,Level2
시경집전(상),2327,5405,故로 此詩反覆言朋友之不如兄弟하니 蓋示之以親疎之分하여 使之反循其本也라,d3a0c254cb31633f,라,True,라,Level2
시경집전(하),1624,3617,遹은 義未詳하니 疑與聿同이니 發語詞라,8e54e9af115cfbc4,라,False,라,Level2
당송팔대가문초구양수2,477,1884,嗚呼라,24e5a6656c0e001e,라,False,라,Level2
당송팔대가문초유종원2,267,1557,姑以戚戚爲無益乎道라 故若是而已耳라,6a7a11e86bbeaffc,라,False,라,Level2
당송팔대가문초구양수6,242,1657,漢遣白文珂常思等하야 出軍擊之한대 已而오 王景崇又以鳳翔反이라,9aeb663326021f5a,라,True,라,Level2
당송팔대가문초유종원2,364,2403,湖南人重社飮酒로되 是月上戊에 不酒去樂하고 會哭於神所而歸라,801901efd7fbc7cb,라,True,라,Level2
시경집전(하),664,1469,發發은 疾貌라,ac8746763773caa0,라,False,라,Level2
당송팔대가문초소식3,322,1253,請拾其遺說而備論之호리라,15a5e9434b81cd92,라,False,라,Level2
서경집전(하),188,714,謹德은 蓋一篇之綱領也라,27ba6ebf71b324a1,라,True,라,Level2
당송팔대가문초한유2,132,520,夫外慕徙業者는 皆不造其堂하고 不嚌其胾(자)者也라,baeaa67580c02b4b,라,True,라,Level2
자치통감강목1,2,5,然往者得於其家而伏讀之에 猶竊自病記識之弗彊하야 不能有以領其要而及其詳也라,60396d319758ac6a,라,False,라,Level2
당송팔대가문초구양수3,214,792,夫士少而仕요 老而休니 蓋有不待七十者矣라,357155033d6ba5ef,라,True,라,Level2
맹자집주,1810,5784,民者는 無位之稱이니 以其全盡天理하여 乃天之民이라 故로 謂之天民이라,a3f0a2dbd2a84820,라,True,라,Level2
서경집전(하),809,3070,成周는 合樂於禮官하니 謂之和者는 蓋以樂而言也라,0c36223ccace6373,라,True,라,Level2
당송팔대가문초한유3,62,366,上之宅憂에 公讓太宰하고 養安蒲坂하니 萬邦絶等이라 有弟有子하야 提兵守藩이라 一時三侯하니 人莫敢扳이라 生莫與榮이요 歿莫與令이라 刻文此碑하야 以鴻厥慶이라,9cb118c8acb3db75,라,True,라,Level2
서경집전(하),489,1921,將은 大也라,fb877cf357ad5ba0,라,True,라,Level2
시경집전(하),377,823,雖去其大나 而其小者를 猶謂之小는 蓋卽用其舊也라,1921be0a2ae8a0fc,라,True,라,Level2
시경집전(하),200,428,侯는 維요 殆는 危也라,a7fcf3c8b8622320,라,True,라,Level2
당송팔대가문초구양수6,271,1993,嗚呼라,b5830bc7354f4e3d,라,True,라,Level2
서경집전(하),15,76,紂虐害無道如此라 故로 皇天震怒하여 命我文王하사 敬將天威하여 以除邪虐이어시늘 大功未集에 而文王崩이라,350ad91572d77d65,라,True,라,Level2
당송팔대가문초왕안석1,418,1868,伏惟皇帝陛下는 內德純茂하사 則神罔時恫하고 外行恂達하사 則四方以無侮라,437fde88c39a3f45,라,True,라,Level2
당송팔대가문초구양수5,281,1895,革以說能知前朝故事라,9f6ed7cecfbb3072,라,False,라,Level2
논어집주,2012,6255,致는 盡其極也라,07784593b945c01a,라,True,라,Level2
당송팔대가문초왕안석2,421,2293,興祖三男子니 蘩蘊은 皆有文學하니 蘩은 許州臨潁縣主簿요 蘊은 鄧州穰縣主簿요 蘋은 尙幼也라,b2d0e4e4b23215d9,라,True,라,Level2
주역전의(하),1905,5548,凡陽爻百九十二에 得六千九百一十二策이요 陰爻百九十二에 得四千六百八策이니 合之면 得此數라,bdc2eabb2600761a,라,True,라,Level2
자치통감강목9,853,1247,謂將士曰 今去家數千里하니 進則事成이요 走必盡死라,d39014e13ccb5f67,라,True,라,Level2
서경집전(상),247,1590,鼂氏曰 東平은 自古多水患하여 數徙其城이라,c22f15c05cc2999f,라,False,라,Level2
당송팔대가문초유종원2,349,2315,榮(加)［如］袞衣라,1c652af27473c79c,라,False,라,Level2
시경집전(하),1685,3785,言后稷之穡如此라,6aaf15aa5fa2c784,라,True,라,Level2
춘추좌씨전2,36,89,非卿也나 嘉獲之也라,4aeb9ca86e5ff4a5,라,True,라,Level2
자치통감강목2,76,198,弟는 魏壻也라,c1a2a401179f0689,라,True,라,Level2
당송팔대가문초구양수1,486,2422,而五路大將所謂戰兵者는 分在二十四州軍하니 欲合而出이면 則懼後空而無備하고 欲各留守備而合其餘면 則數少不足以出攻하니 此當時所以用兵累年 終不能一出者 以此也라,9cad1323738a8613,라,True,라,Level2
당송팔대가문초소순1,143,899,此篇識見好하고 而行文法度亦勝이라,65a261bec0e5b4c2,라,True,라,Level2
당송팔대가문초왕안석2,603,3114,奇崛之文이라,407cd6138a9ee9c1,라,True,라,Level2
당송팔대가문초소식4,311,1211,古之亡天下者四에 而天子無道不與焉이라,9f494a4efc81680e,라,True,라,Level2
당송팔대가문초유종원2,373,2588,旣讀書에 得制作之本하여 而獲其師友라,14c51b3a2373e23d,라,False,라,Level2
당송팔대가문초구양수6,29,247,至其有天下하야 多用以成功業하고 及其亡也하야도 亦由焉이라,6072adf68c1dab5a,라,True,라,Level2
서경집전(하),973,3638,罔曰弗克이라하여 惟旣厥心하며 罔曰民寡라하여 惟愼厥事하여 欽若先王成烈하여 以休于前政하라,c37b5c37034f658e,라,True,라,Level2
당송팔대가문초구양수2,181,688,又樂據姓名은 皆不見於年表하니 蓋世次久遠而難詳如此라,e036d3da8dade723,라,True,라,Level2
당송팔대가문초왕안석1,55,352,又況今欲改易更革이면 其勢非若孟子所爲之難也라,152f49fb1cdcadab,라,True,라,Level2
당송팔대가문초구양수1,247,1419,所以朝廷屢降指揮하야 丁寧約束州縣官吏 不得抑配百姓이라,77ef318b9762900f,라,True,라,Level2
자치통감강목13,30,142,刺史分職을 皆如漢氏故事하고 悉去州郡兵하여 大郡은 置武吏百人하고 小郡은 五十人하라,3eaf8c3a3a5b8289,라,False,라,Level2
서경집전(상),8,32,曰者는 猶言其說如此也라,2e249fe2eaab992e,라,False,라,Level2
맹자집주,696,2490,此掩其親者가 若所當然이면 則孝子仁人所以掩其親者 必有其道而不以薄爲貴矣리라,32c654beffe3a1fa,라,False,라,Level2
당송팔대가문초구양수6,71,538,明宗晩而多病이어늘 王淑妃專內以干政하니 宦者孟漢瓊因以用事라,4de1f5b9702b65c1,라,True,라,Level2
자치통감강목2,37,117,王曰 善타 請問爲將하노라,5b5b0771aa7b2c31,라,False,라,Level2
주역전의(상),83,438,聖人이 見河圖洛書而畫八卦라,4ddce4fe71435592,라,True,라,Level2
당송팔대가문초소순1,364,2294,今之法은 若鬻屨하여 旣爲其大者하고 又爲其次者하고 又爲其小者하여 以求合天下之足이라,697ee6fd57bfcb5f,라,True,라,Level2
당송팔대가문초유종원2,114,544,嗚呼라 是三者는 擇君置臣之道로 天下理亂之〈大〉本也라,e6a58c86a1ec5fbd,라,True,라,Level2
자치통감강목18,332,1168,魏沃野統萬二鎭勅勒叛이어늘 遣太尉源賀討之하니 皆降이라,d44fb5c6eefb9c42,라,True,라,Level2
자치통감강목14,224,736,若父各私其子하면 則王者無民하여 而君臣之道廢矣리라,5b0381654a73cbe4,라,False,라,Level2
시경집전(하),348,766,賦也라,8ee2540f4365747d,라,False,라,Level2
당송팔대가문초구양수4,424,1880,夫養不必豐이니 要於孝요 利雖不得博於物이나 要其心之厚於仁이라,767b2cb61679eafe,라,True,라,Level2
시경집전(하),2224,4955,嘒는 明貌라,53e7c428b193de4f,라,False,라,Level2
자치통감강목13,104,402,乃令作詔하여 以亮與駿으로 同輔政하고 且欲擇朝士有聞望者하여 佐之러니 會에 帝復迷亂이라,f8458e7e19dc2935,라,True,라,Level2
자치통감강목8,626,922,"初에 顯宗之世에 治虖沱,石臼河호되 從都慮하여 至羊腸倉하여 欲令通漕러니 連年無成하고 死者不可勝算이라",99f6697a529ff83a,라,False,라,Level2
예기집설대전2,481,692,吉之先見(현)者를 謂之祥이라,7eb0f796f32fd446,라,True,라,Level2
당송팔대가문초소식2,133,603,料穜草芥之微 敢建此議는 必有陰主其事者라,ccaf9e8855519a21,라,False,라,Level2
시경집전(하),147,316,君子는 指王也라,75b71dc44fb6df21,라,False,라,Level2
자치통감강목17,1,1,二年이라,516d152104b8753a,라,False,라,Level2
서경집전(하),923,3452,宗人은 小宗伯之屬이니 相太保酢者也라,a3ea79774be1fdac,라,True,라,Level2
서경집전(상),299,1814,蓋濟水所經이니 水經謂 南濟는 東過寃句縣南하고 又東過定陶縣南하고 又東北에 菏水東出焉이 是也라,3058dc018e8a39a0,라,False,라,Level2
자치통감강목4,1531,3508,三年이라,4f3bdef2ca940f6e,라,False,라,Level2
시경집전(상),2253,5205,夷王以下는 變風不復正矣니 夫子蓋傷之也라,4956af0848b32610,라,False,라,Level2
자치통감강목10,503,742,公路는 驕豪하니 非治亂之主라,0367e6550cef337c,라,True,라,Level2
맹자집주,45,207,莩는 餓死人也라,de51124b3f123f23,라,False,라,Level2
당송팔대가문초유종원2,89,402,此其所以爲得也라,d1ba3c3d1e75b282,라,True,라,Level2
춘추좌씨전4,476,1499,季武子無適子하고 公彌長이로되 而愛悼子하야 欲立之하야 訪於申豐 曰 彌與紇을 吾皆愛之어니와 欲擇才焉而立之하노라,6d0ed3b001e8be58,라,False,라,Level2
당송팔대가문초구양수2,109,392,今世之官이 自九卿百執事로 外至一郡縣吏히 非無貴官大職可以行其道也라,856f8f1030b95a87,라,False,라,Level2
자치통감강목2,108,263,是爲頃公이라,98bc8ba637fe9325,라,False,라,Level2
서경집전(상),594,3111,臣職所係其重如此하니 是必其難其愼이라,338ae40d93ff1ee1,라,True,라,Level2
서경집전(상),264,1659,今按 此爲三江은 若可依據라,b73c2ca3d5670fd7,라,True,라,Level2
당송팔대가문초구양수2,369,1425,及孔子作春秋하야 尊中國하고 而賤夷狄然後에 王道復明이라,b6adc9583310ca8c,라,True,라,Level2
춘추좌씨전3,548,1571,成子受脤于社에 不敬이어늘 劉子曰 吾聞之컨대 民受天地之中以生하니 所謂命也라,3f7a34a8d0b098a4,라,True,라,Level2
당송팔대가문초소순1,60,391,蓋古者非用兵決勝之爲難하고 而養兵不用之可畏라,f24846beb10f66b0,라,True,라,Level2
시경집전(하),1209,2618,阿는 美貌요 盛貌니 皆言枝葉條垂之狀이라,110ccddb1259df5f,라,True,라,Level2
당송팔대가문초소식3,202,772,"其爲論甚高하야 其待孔子, 孟軻甚尊이요 而拒楊, 墨, 佛, 老甚嚴하니 此其用力이 亦不可謂不至也라",00ef426af4d5b1da,라,True,라,Level2
당송팔대가문초구양수5,80,613,乃預借明年夏秋租稅하니 百姓愁苦하야 號泣于路어늘 莊宗方與后로 荒于畋遊라,87dcf6efc2c86dd9,라,False,라,Level2
자치통감강목7,683,921,鮪曰 大司徒被害時에 鮪與其謀하고 又諫更始하여 無遣蕭王北伐하니 自知罪深이라,859081dcb056c5ac,라,True,라,Level2
당송팔대가문초한유3,259,1431,先生諱郊요 字東野라,03fd0e231d425a8b,라,True,라,Level2
자치통감강목17,833,3031,其族父頭 先戍葭蘆하여 母妻子弟竝爲魏所執이나 而爲宋堅守하여 無貳心이라,6d88e1f59dac173e,라,True,라,Level2
당송팔대가문초구양수4,129,593,明道二年四月十日에 以疾卒於州之正寢하니 年六十有九라,e28e0bf923be4177,라,False,라,Level2
당송팔대가문초유종원2,336,2176,旣失父母에 卽棄去兄弟하고 自髡緇入代淸涼山하며 又南來楚中이라 然遇其故器에 不能無撫弄이라,aee8efa00b372c42,라,False,라,Level2
논어집주,881,3091,閾은 門限也라,94e9e778b5768ee9,라,True,라,Level2
예기집설대전2,129,169,禮無殯於外者어늘 今乃在衢하니 先儒謂欲致人疑問하야 或有知者告之也라,66e3dd8de80f0485,라,False,라,Level2
시경집전(하),2569,5710,旣而曰 天實右序有周矣라,6fe95058623749b9,라,True,라,Level2
당송팔대가문초구양수2,5,12,伏念臣雖以儒術進身이나 本無辭藝可取요 徒値嚮者時文之弊하야 偶能獨守好古之勤하니 志欲去於雕華나 文反成於樸鄙라,41e1a01b1fad8ad4,라,True,라,Level2
당송팔대가문초증공1,103,645,雖然이나 紛而疑하고 且排其議者亦衆矣라,03a485e22d77d3e6,라,False,라,Level2
서경집전(하),930,3469,鄭氏曰 周禮五門이니 一曰皐門이요 二曰雉門이요 三曰庫門이요 四曰應門이요 五曰路門이니 路門은 一曰畢門이라,b721bed7d8656b87,라,False,라,Level2
중용장구,26,88,大本者는 天命之性이니 天下之理가 皆由此出하니 道之體也요 達道者는 循性之謂니 天下古今之所共由니 道之用也라,5ca06b813bca7686,라,True,라,Level2
자치통감강목12,101,293,今爲本州하니 好建功勲하라,0312eda718369442,라,False,라,Level2
서경집전(상),428,2413,朽索은 易絶하고 六馬는 易驚이라,01f79fb3adcdd547,라,True,라,Level2
서경집전(상),770,3659,作은 興起也라,f738c1cf8d336fdf,라,True,라,Level2
주역전의(상),822,2554,一陽居尊하여 剛健中正하고 卦之群陰이 皆來比己하여 顯其比而无私하니 如天子不合圍하고 開一面之網하여 來者不拒하고 去者不追라,84ae5c5500eab0e2,라,True,라,Level2
자치통감강목20,550,969,君子之於正道에 不可少頃離也요 不可跬歩失也라,ecb4e3d95141734f,라,True,라,Level2
주역전의(상),1795,5339,九는 動體니 朶頤는 謂其說陰而志動이라,63e51bc6013910bb,라,True,라,Level2
자치통감강목12,218,881,望은 孚之子也라,034c700dd977b85e,라,True,라,Level2
시경집전(하),1079,2359,路車는 金路는 以賜同姓하고 象路는 以賜異姓也라,f64f79f133c61808,라,True,라,Level2
당송팔대가문초한유1,255,1240,環其地數千里가 莫不被其毒하야 洛汝襄荊許潁淮江 爲之騷然이라,27de0ba90cf0f341,라,True,라,Level2
당송팔대가문초구양수6,267,1940,然性樂善하고 好稱道後進之士라,b902e56781591b60,라,True,라,Level2
시경집전(하),154,334,傷王與尹氏之不能也라,0b9792175564375b,라,True,라,Level2
당송팔대가문초소철2,114,644,於乎라,24e5a6656c0e001e,라,False,라,Level2
당송팔대가문초소식5,137,464,北俯濰水하고 慨然太息하야 思淮陰之功而弔其不終이라,e33e34a8ffe4ed4f,라,False,라,Level2
당송팔대가문초왕안석2,486,2591,自晉之亂으로 而戎夷盜賊穴有中國하야 且亂且治 至于今歲千年이라,d4154ed7d84678db,라,True,라,Level2
예기집설대전2,915,1323,旣受則書其人名與其物於方版이라가 葬時柩將行에 主人之史請讀此方版所書之賵하니 蓋於柩東에 當前東하고 西面而讀之라,16ccae36f0860397,라,True,라,Level2
춘추좌씨전2,570,1854,秋에 雨螽於宋하니 隊而死也라,73ab29905aaa31a0,라,True,라,Level2
주역전의(하),175,493,初는 陽剛乾體而處下하여 壯于進者也니 在下而用壯은 壯于趾也라,678280ee6f2d8373,라,True,라,Level2
당송팔대가문초소식5,310,1209,此는 可與知者論이요 難與俗人言也라,245cd3ff2223f4cb,라,True,라,Level2
당송팔대가문초한유3,140,841,嗣子退思는 韋氏生也라,8ee62dc32f712d61,라,True,라,Level2
주역전의(상),1194,3612,然君道는 不可專尙謙柔요 必須威武相濟然後에 能懷服天下라,ec5e646c9ac65fae,라,True,라,Level2
당송팔대가문초소식2,356,1492,偶飮卯酒醉하고 來人求書하야 不能覼縷로라,9c48278ea9450824,라,True,라,Level2
당송팔대가문초왕안석2,272,1393,於是에 延州還者千人至陝이라가 聞再戍하고 大怨卽讙하야 聚謀爲變이라,7df76ac230ca1a33,라,True,라,Level2
서경집전(상),773,3672,高宗肜祭에 有雊雉之異어늘 祖己訓王한대 史氏以爲篇하니 亦訓體也라,b38a744668c3588a,라,True,라,Level2
시경집전(하),856,1893,言奉其齊盛犧牲하여 以祭方社하고 而曰 我田之所以善者는 非我之所能致也라 乃賴農夫之福而致之耳라하고 又作樂하여 以祭田祖而祈雨하여 庶有以大其黍稷而養其民人也라,bc1ece8d77a41d1f,라,False,라,Level2
당송팔대가문초왕안석2,199,982,勝歐公誌銘이라,043623d60b4cd64c,라,True,라,Level2
당송팔대가문초소식5,34,103,雖金石之堅이라도 俄而變壞요 至於功名文章하야는 其傳世垂後 猶爲差久어늘 今乃以此로 託於彼하니 是久存者 反求助於速壞라,0cb833c0011db1ab,라,True,라,Level2
예기집설대전2,330,475,疏云 舜長妃娥皇이니 無子하고 次妃女英이니 生商均하고 次妃癸比니 生二女한대 霄明燭光이라,19d77c1f8963fe7a,라,True,라,Level2
당송팔대가문초구양수3,617,2896,周旋屈伸이라,a8090996ba1d183f,라,True,라,Level2
서경집전(하),893,3324,伯相은 召公也니 召公이 以西伯爲相이라,fbf6f1b3a10cff3b,라,True,라,Level2
자치통감강목11,104,386,寧이 持練緣城이어늘 蒙이 以精銳繼之하여 手執枹鼓하니 士卒이 皆騰踊이라,40c3e5eb6fdcf134,라,True,라,Level2
자치통감강목10,286,406,旣知恥惡이면 則善心將生이라,654b6665b789ee47,라,True,라,Level2
주역전의(하),123,363,遯者는 陰之始長이니 君子는 知微라 故當深戒나 而聖人之意는 未便遽已也라 故有與時行小利貞之敎라,5f69f5b6ab666e2e,라,True,라,Level2
당송팔대가문초소순1,45,305,生而與之居處하여 習知其性之所好惡요 與夫居之於太學하고 而習之於射宮者는 宜愈詳矣리라,03e90da09ccf1fa4,라,True,라,Level2
당송팔대가문초소순1,89,545,嗚呼라,69c0d46eb718e43e,라,False,라,Level2
시경집전(상),550,1259,興也라,132140857a360a8c,라,True,라,Level2
시경집전(하),1377,2982,紂居天位하여 爲殷嗣어늘 乃使之不得挾四方而有之는 盖以此爾라,f74fc4da7d0ee6d7,라,True,라,Level2
당송팔대가문초구양수1,53,437,自古任官之法이 無如今日之繆也라,e522c81a411efd45,라,True,라,Level2
주역전의(하),565,1713,故爲益이라,66415442636cada2,라,True,라,Level2
시경집전(하),2206,4918,熏은 灼이라,0fd5d5f4f69b9d25,라,True,라,Level2
서경집전(하),417,1660,此章은 語多難解로되 大意는 謂天旣欲遠絶大邦殷之命矣라,9de6af4f2f07ee2f,라,True,라,Level2
당송팔대가문초구양수1,45,330,歎息者有憂天下之心이요 竊笑者有輕朝廷之意라,d426c513a9471775,라,True,라,Level2
